File_name,Reference_transcript ,Language,nemo_indic_conformer_transcription,nemo_indic_conformer_wer,nemo_indic_conformer_slang_score,nemo_google_speech_transcription,nemo_google_speech_wer,nemo_google_speech_slang_score,audio_links
d2e568ec-c322-4360-b7c8-fb9bd0e448cc,ask vijetha to pay me thousand rupees,en-IN,ask vijaytha to pay me thousand rupees,0.14285714285714285,0.0,asked whether to pay me a thousand rupees,0.42857142857142855,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d2e568ec-c322-4360-b7c8-fb9bd0e448cc.wav
d2bf00e5-215e-4b21-b807-b5f28a41213f,send hundred rupees to madhuri,en-IN,send hundred rupees to maduri,0.2,0.0,700 Rupees to Madhuri,0.8,0.6,https://storage.googleapis.com/slang-audio-test-data/audio/d2bf00e5-215e-4b21-b807-b5f28a41213f.wav
d0fab490-d81e-451d-8093-b82b9b0eb7c5,pay DTH payment of six hundred,en-IN,pay detaig payment of 600,0.2,0.0,pay DDS payment of 600,0.2,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/d0fab490-d81e-451d-8093-b82b9b0eb7c5.wav
e8daf2fa-6df1-4edf-82fa-e1aa6cb0fe92,wire in fifteen thousand to myself,en-IN,wire in 15000 to myself,0.0,0.0,"wired in 15,000 to myself",0.4,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/e8daf2fa-6df1-4edf-82fa-e1aa6cb0fe92.wav
cf7e69c9-9c88-47b6-aaae-1ce48601aa6d,i have ACT internet connection please pay two hundred twelve rupees outstanding balance for last month,en-IN,i have act internet connection please pay rs212 outstanding balance for last month,0.07692307692307693,0.0,outstanding balance for last month,0.6153846153846154,0.33333333333333337,https://storage.googleapis.com/slang-audio-test-data/audio/cf7e69c9-9c88-47b6-aaae-1ce48601aa6d.wav
cf5ed8ad-e34d-42ec-8c54-5a2336360a9a,please send rajesh two fifty,en-IN,please send dajes 250,0.5,0.0,please send the dish to 50,1.0,0.19999999999999996,https://storage.googleapis.com/slang-audio-test-data/audio/cf5ed8ad-e34d-42ec-8c54-5a2336360a9a.wav
cf00bcfe-cf5c-4a60-8951-cbcf0ad95108,provide vijay five hundred rupees,en-IN,provide with a rs500,0.6666666666666666,0.0,provide with fire in rupees,1.3333333333333333,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/cf00bcfe-cf5c-4a60-8951-cbcf0ad95108.wav
ce800b49-e68b-43c6-937e-de098bdce973,send three hundred rupees to madhu,en-IN,send rs300 to madhu,0.0,0.0,send 300 Rupees to madhu,0.5,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/ce800b49-e68b-43c6-937e-de098bdce973.wav
ce62cfca-ec55-42c4-8a62-4da600503127,transfer two not five to my sister,en-IN,transfer two naught phi to my sister,0.2857142857142857,0.0,transfer to Note 5 to my sister,0.42857142857142855,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/ce62cfca-ec55-42c4-8a62-4da600503127.wav
cd7da8b0-321c-4d61-96a8-68a80b7739ff,four hundred,en-IN,400,0.0,0.0,400,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/cd7da8b0-321c-4d61-96a8-68a80b7739ff.wav
cd2e3030-7101-4c96-8e35-15fea0044cc5,ask paru to pay me thousand rupees,en-IN,ask paru to pay me thousand rupees,0.0,0.0,ask Pandora to play me a thousand rupees,0.42857142857142855,0.4,https://storage.googleapis.com/slang-audio-test-data/audio/cd2e3030-7101-4c96-8e35-15fea0044cc5.wav
cceb1fe0-8620-46a7-a8fa-f4e0f356bbfd,can you check the offers of available,en-IN,can it check the offers out available,0.2857142857142857,1.0,can I check the offers are available,0.2857142857142857,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/cceb1fe0-8620-46a7-a8fa-f4e0f356bbfd.wav
ccb19037-3e6b-4a36-853e-a21ed0b92d8a,please take two hundred eleven rupees from uncle,en-IN,please take rs211 from uncle,0.0,0.0,please take 211 rupees from,0.6,0.75,https://storage.googleapis.com/slang-audio-test-data/audio/ccb19037-3e6b-4a36-853e-a21ed0b92d8a.wav
cc2370d8-8dcc-48ad-a578-57ed73208a59,i want to view the IPS today,en-IN,i want to beave the ips today,0.2857142857142857,0.0,I want to leave the IPS today,0.2857142857142857,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/cc2370d8-8dcc-48ad-a578-57ed73208a59.wav
cbf39bf8-faa5-48fa-ac1e-ed56b88e3206,all right show the history for five months,en-IN,all write s show the history for five months,0.25,1.0,all right show should history for 5 months,0.25,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/cbf39bf8-faa5-48fa-ac1e-ed56b88e3206.wav
cb455380-188b-4671-8a7f-70ec7ae2f58b,what's my correct balance,en-IN,what is my current balance,0.75,0.0,what's my current balance,0.25,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/cb455380-188b-4671-8a7f-70ec7ae2f58b.wav
ca953e90-eca7-45e4-b453-012445734c1f,pay BESCOM five hundred rupees,en-IN,pay best comm rs500,0.6666666666666666,0.0,Beavis come 500 rupees,1.3333333333333333,0.33333333333333337,https://storage.googleapis.com/slang-audio-test-data/audio/ca953e90-eca7-45e4-b453-012445734c1f.wav
ca76fab4-ab70-4bd4-8899-5418c1946cd8,show me balance of the first account in your list,en-IN,show me balance of the 1st account in your list,0.0,0.0,show me balance of the 1st account in your list,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/ca76fab4-ab70-4bd4-8899-5418c1946cd8.wav
c7245ec7-69b5-4628-9c43-4060303675c7,transfer four hundred to hussian,en-IN,transfer 402 z,0.75,0.0,transfer 400 Tuesday,0.5,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/c7245ec7-69b5-4628-9c43-4060303675c7.wav
c481e6a6-4980-4399-ba7f-c4688ed22833,pay my utilities bill,en-IN,pay my utilities bill,0.0,0.0,pay my utilities bill,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/c481e6a6-4980-4399-ba7f-c4688ed22833.wav
c201b051-fc1d-415c-a7c0-69290b692761,request dr. neelam five hundred rupees for sandwich delivery,en-IN,request dr neelum rs500 for sandwich delivery,0.2857142857142857,0.0,500 rupees for sandwich delivery,0.5714285714285714,0.6,https://storage.googleapis.com/slang-audio-test-data/audio/c201b051-fc1d-415c-a7c0-69290b692761.wav
c96c2d2e-3793-422f-ab4a-ef39ff4534a3,hundred rupees payment,en-IN,rs100 payment,0.6666666666666666,0.0,100 rupees payment,0.3333333333333333,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/c96c2d2e-3793-422f-ab4a-ef39ff4534a3.wav
c94a8140-be82-4769-976d-0ef6e9fea32f,they have asked me to scan QR code and send five hundred rupees,en-IN,theyve asked me to scan cr coordents sent rs5,0.6363636363636364,0.0,they will ask me to scan QR code and Senpai. Rupees,0.36363636363636365,0.25,https://storage.googleapis.com/slang-audio-test-data/audio/c94a8140-be82-4769-976d-0ef6e9fea32f.wav
c16af755-a385-4642-8b23-bd5c7f2c03e7,i approve the request,en-IN,i upprove the requests,0.5,0.0,I approve the request,0.25,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/c16af755-a385-4642-8b23-bd5c7f2c03e7.wav
c7d70d8d-81de-4e2f-87d4-696ebab7b7a5,please make a transaction of six hundred rupees to ruthika,en-IN,please make a transaction of rs600 to rdika,0.125,0.0,please make your tile section of 600 rupees to radhika,0.75,0.6,https://storage.googleapis.com/slang-audio-test-data/audio/c7d70d8d-81de-4e2f-87d4-696ebab7b7a5.wav
c6ed8c73-bcea-4271-b58e-7e7eaa9fe669,scan and send nine thousand rupees,en-IN,scanit sent rs9000,0.75,0.0,Skellington 9000 Rupees,1.0,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/c6ed8c73-bcea-4271-b58e-7e7eaa9fe669.wav
c5f908f9-4b5e-4868-9e9c-d6f97a756d75,approve a payment of hundred rupees,en-IN,approve a payment of rs100,0.3333333333333333,1.0,Abdul abatement of hundred rupees,0.5,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/c5f908f9-4b5e-4868-9e9c-d6f97a756d75.wav
c4dabbac-45e3-4a4f-89da-c175e69c679a,pay one million rupees to myself,en-IN,pay rs1 million to myself,0.0,0.0,do myself,0.8,0.25,https://storage.googleapis.com/slang-audio-test-data/audio/c4dabbac-45e3-4a4f-89da-c175e69c679a.wav
c4ce2b1d-b023-4085-900b-852fe0ef790f,show me listed IPOs,en-IN,show me distured ipos,0.5,0.0,show me Disturbed IPOs,0.25,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/c4ce2b1d-b023-4085-900b-852fe0ef790f.wav
c4c03f86-7655-4c63-9343-e835a0b2f090,request three thousand from amar,en-IN,request 3000 from amar,0.0,0.0,"request 3,000 clamor",0.75,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/c4c03f86-7655-4c63-9343-e835a0b2f090.wav
c3f38eb0-3a72-4af2-b556-4f15ac703a01,please send five thousand to abhishek,en-IN,please send 5000 to abhishek,0.0,0.0,please send 5000 to Abhishek,0.2,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/c3f38eb0-3a72-4af2-b556-4f15ac703a01.wav
c02c1ae6-4795-402e-991a-6fe77e83e909,approve a payment of two thousand rupees,en-IN,approve a payment of rs2000,0.0,1.0,approved a payment of 2000 rupees,0.6,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/c02c1ae6-4795-402e-991a-6fe77e83e909.wav
c1e627cc-b3d3-4979-813c-4f6c2a2a0569,open scanner to pay ten rupees,en-IN,open scanner to pay rs10,0.0,0.0,open scanner to pay in rupees,0.4,0.6666666666666667,https://storage.googleapis.com/slang-audio-test-data/audio/c1e627cc-b3d3-4979-813c-4f6c2a2a0569.wav
c0bcd039-1490-42e9-a67b-aec0fe8a822f,donate some money to akshaya patra,en-IN,donate some money to akshe batra,0.3333333333333333,0.0,donate some money to a ciabatta,0.3333333333333333,0.6666666666666667,https://storage.googleapis.com/slang-audio-test-data/audio/c0bcd039-1490-42e9-a67b-aec0fe8a822f.wav
c0b28d23-1a6e-4a34-b574-353b614484fe,show me all the offers,en-IN,show me all the offers,0.0,0.0,show me all the offers,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/c0b28d23-1a6e-4a34-b574-353b614484fe.wav
be663b9c-8b64-4079-a77a-84bf1b541f0a,please request maa to send me two hundred rupees,en-IN,please request ma to send me rs200,0.14285714285714285,0.0,please request more to send me 200 rupees,0.42857142857142855,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/be663b9c-8b64-4079-a77a-84bf1b541f0a.wav
be39b73c-48d5-4d58-ab09-bb1dd3a751c3,i want to view the listed IPOs,en-IN,i want to weave the listed ipos,0.2857142857142857,0.0,I want to leave the listed IPOs,0.2857142857142857,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/be39b73c-48d5-4d58-ab09-bb1dd3a751c3.wav
be0a8320-b6fd-4e00-a245-d4f64795904b,scan and send three thousand rupees,en-IN,scannon sent rs3000,0.75,0.0,Cannon Centre thousand rupees,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/be0a8320-b6fd-4e00-a245-d4f64795904b.wav
bdf9724e-3ba3-4576-b53e-29e777c654fa,i want to invest in paytm IPO,en-IN,i want to invest in ptmipo,0.2857142857142857,0.0,I want to invest in PT Waipio,0.42857142857142855,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/bdf9724e-3ba3-4576-b53e-29e777c654fa.wav
bded8d45-23dc-4362-a2b2-ca3a46653067,i want to see my transaction,en-IN,i want to see my transactions,0.16666666666666666,0.0,I want to see my transactions,0.3333333333333333,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/bded8d45-23dc-4362-a2b2-ca3a46653067.wav
bc8c06c7-d2e3-4e79-93fd-200c79eb363e,show me the list of active IPOs,en-IN,show me the list of active ipos,0.14285714285714285,0.0,show me the list of active IPOs,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/bc8c06c7-d2e3-4e79-93fd-200c79eb363e.wav
bacc1fa2-b0db-4f07-b7bf-3ddcd82ed57e,one thousand,en-IN,we thiss have act on tion too may at dirtya,10.0,0.0,intelligent,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/bacc1fa2-b0db-4f07-b7bf-3ddcd82ed57e.wav
bab2aa03-ba51-4cd4-9238-93e6c3e25a29,i want to check my balance,en-IN,i want to check my balance,0.0,0.0,I want to check my balance,0.16666666666666666,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/bab2aa03-ba51-4cd4-9238-93e6c3e25a29.wav
b16212c5-bca2-48ed-b96b-f4666229f998,make couple payment to airtel of eight hundred rupees,en-IN,make a bill payment to atel of rs800,0.42857142857142855,0.0,make a bill payment to a total of 800 rupees,0.8571428571428571,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/b16212c5-bca2-48ed-b96b-f4666229f998.wav
b5552d87-f9ee-44e9-9ff8-a3d005036549,can u check current IPOs,en-IN,can you check current iypios,0.4,1.0,can you check current IPOs,0.2,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/b5552d87-f9ee-44e9-9ff8-a3d005036549.wav
b4402d39-dacf-4c53-a41c-a27829c603e9,i would like to make a donation to akshaya patra,en-IN,i would like to make a donation to akshaia patra,0.1,0.0,I would like to make a donation to Abshire Patra,0.3,0.19999999999999996,https://storage.googleapis.com/slang-audio-test-data/audio/b4402d39-dacf-4c53-a41c-a27829c603e9.wav
b0808a05-d208-41f6-adb7-17c67f608382,please open QR scanner for hundred rupees,en-IN,please open qas scanner for rs100,0.42857142857142855,0.0,please open QR Scanner 400 rupees,0.42857142857142855,0.25,https://storage.googleapis.com/slang-audio-test-data/audio/b0808a05-d208-41f6-adb7-17c67f608382.wav
b93c13fe-ce98-47c9-a692-db9446110b6b,donate five hundred to XY foundation,en-IN,donate 500 to x y foundations,0.6,0.0,donate to ex-wife foundations,0.6,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/b93c13fe-ce98-47c9-a692-db9446110b6b.wav
b59e1d41-c3a7-4b7a-b2b4-2c3d7716447f,send three thousand rupees to lohith,en-IN,send rs3000 to lohth,0.25,0.0,33002 Lafayette,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/b59e1d41-c3a7-4b7a-b2b4-2c3d7716447f.wav
b48be9fd-a26f-4691-a261-68bab016918a,i wanted to pay electricity bill,en-IN,i wanted to pay electric city bill,0.3333333333333333,0.0,I wanted to pay the city bill,0.5,0.6666666666666667,https://storage.googleapis.com/slang-audio-test-data/audio/b48be9fd-a26f-4691-a261-68bab016918a.wav
b9e61bef-30c3-4dc9-ad8c-696722bb5e16,request 500 rupees from abhinav jdj,en-IN,request rs500 from abnav gdg,0.6666666666666666,0.0,request 500 rupees from a benefit gdg,0.5,0.6,https://storage.googleapis.com/slang-audio-test-data/audio/b9e61bef-30c3-4dc9-ad8c-696722bb5e16.wav
b8b13023-5552-4824-9f8f-9b5e8ddd3bb2,pull up QR code scanner I want to pay,en-IN,pull up qars code scanner i want to pay,0.2222222222222222,0.0,pull up qr-code Scanner I want to pay,0.3333333333333333,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/b8b13023-5552-4824-9f8f-9b5e8ddd3bb2.wav
b7e72c46-9de8-4216-88da-1c89a3173c51,send four k to ravi taneja,en-IN,send four k to raviitaneja,0.3333333333333333,0.0,send 4K to Ravi taneja,0.5,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/b7e72c46-9de8-4216-88da-1c89a3173c51.wav
b06f5902-74ec-45d0-a49a-2d475aa5b8c2,hariharan as gift,en-IN,hari herren as gift,0.6666666666666666,0.0,Heidi Hayden a skiff,1.3333333333333333,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/b06f5902-74ec-45d0-a49a-2d475aa5b8c2.wav
b6add438-f509-479e-8fbd-fe2dad0e91e7,airtel bill payment,en-IN,helt andll bill payment,0.6666666666666666,0.0,Airtel bill payment,0.3333333333333333,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/b6add438-f509-479e-8fbd-fe2dad0e91e7.wav
b06a4da9-25f4-4619-9016-8221dca36bcc,make payment against,en-IN,make payment against no,0.3333333333333333,1.0,make payment against,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/b06a4da9-25f4-4619-9016-8221dca36bcc.wav
b0e24fd1-e2c9-4185-b80c-28c975744d31,send two hundred rupees to amar,en-IN,send rs200 to amar,0.0,0.0,send 200 Rupees to emerge,0.75,0.6,https://storage.googleapis.com/slang-audio-test-data/audio/b0e24fd1-e2c9-4185-b80c-28c975744d31.wav
afe1ae5f-a71f-4df4-ac71-3219a991439d,ten k,en-IN,ten k,0.0,0.0,MK,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/afe1ae5f-a71f-4df4-ac71-3219a991439d.wav
af6bb9e0-fe00-4ee0-890f-0bdad02f3499,i would like to make donation to PM cares fund,en-IN,i would like to make a donation to pm cares fund,0.2,0.0,I would like to make a donation to PM cares fund,0.2,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/af6bb9e0-fe00-4ee0-890f-0bdad02f3499.wav
aea79ead-c4b8-48a8-b05f-5034229d18b0,send hundred rupees to vishnu,en-IN,sende hundred rupees to vishnu,0.2,0.0,send hundred Rupees to Vishnu,0.4,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/aea79ead-c4b8-48a8-b05f-5034229d18b0.wav
ade105aa-52f4-4764-b3d9-c6e7fd5e6f76,show me how to send hundred rupees,en-IN,show me how to send on hundred rupees,0.14285714285714285,0.0,show me how to send hundred rupees,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/ade105aa-52f4-4764-b3d9-c6e7fd5e6f76.wav
adcfbbe5-ee4f-40bb-81bc-d28989bdc6ef,pay TATA sky bill,en-IN,pay tatasky bill,0.5,0.0,create a task I will,1.25,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/adcfbbe5-ee4f-40bb-81bc-d28989bdc6ef.wav
ab677ffd-489c-4a7a-8e2d-bdbe6386be33,send my mom two thousand five hundred twenty bucks,en-IN,sunmam wver 2000 fivedre 20 bucks,1.0,0.0,send my mom 2520 box,0.2,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/ab677ffd-489c-4a7a-8e2d-bdbe6386be33.wav
ab53c837-5d96-41d3-a844-ea1ab8c9699c,i would like to check all the offers,en-IN,i would like to check all the offers,0.0,0.0,I would like to check all the offers,0.125,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/ab53c837-5d96-41d3-a844-ea1ab8c9699c.wav
a5122569-e98d-422d-8e13-0235cc67dc6c,approve the mutual fund request for three thousand five hundred rupees,en-IN,approve the mutual fund request for threeousdi hundred rupees,0.42857142857142855,0.0,approve the mutual fund request for 3500 degrees,0.2857142857142857,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/a5122569-e98d-422d-8e13-0235cc67dc6c.wav
a2702793-0ded-4fbf-b2a8-ea9b35275a72,current balance,en-IN,current balance,0.0,0.0,current balance,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/a2702793-0ded-4fbf-b2a8-ea9b35275a72.wav
a519181e-a539-4a26-9985-7e388d8c3f7d,i sent money to my friend  i want to get money back from him please request vishal,en-IN,i send money to my friend i want to get money back from him please requestsal,0.17647058823529413,0.0,I sent money to my friend I want to get money back from him please request,0.17647058823529413,0.75,https://storage.googleapis.com/slang-audio-test-data/audio/a519181e-a539-4a26-9985-7e388d8c3f7d.wav
a9083aa5-1413-41b0-bc3d-ed44ac674536,show me the ongoing IPos,en-IN,show me the ongoing ipos,0.2,0.0,show me Don green IPS,0.6,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/a9083aa5-1413-41b0-bc3d-ed44ac674536.wav
a1236ff5-344a-4ac7-9bef-ca5ebbbeccc1,request money from dad two not five rupees,en-IN,request money from dad to not rs5,0.14285714285714285,0.0,request money from dad to not rs5,0.14285714285714285,0.19999999999999996,https://storage.googleapis.com/slang-audio-test-data/audio/a1236ff5-344a-4ac7-9bef-ca5ebbbeccc1.wav
a752db79-8724-42e5-833c-712ff38901cd,hey donate twenty thousand to akshaya patra,en-IN,hey donate 20000 to akshai patra,0.16666666666666666,0.0,hey donate 20000 to Akshay Patra,0.3333333333333333,0.6,https://storage.googleapis.com/slang-audio-test-data/audio/a752db79-8724-42e5-833c-712ff38901cd.wav
a705d746-2713-4fb0-9d45-3c408b28ff25,open the scanner and send two hundred rupees,en-IN,open the scanner and send rs200,0.0,0.0,open the scanner and send 200 rupees,0.3333333333333333,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/a705d746-2713-4fb0-9d45-3c408b28ff25.wav
a613fe5b-76de-4a58-8ec8-7621ecde1ab7,QR code scanner to pay to pay,en-IN,qr cod stanner to pay to pay,0.42857142857142855,0.0,stupid,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/a613fe5b-76de-4a58-8ec8-7621ecde1ab7.wav
a95bb29b-ccc2-4eb2-bd50-c6c9ee2e32aa,open the QR code,en-IN,open the queu accde,0.5,0.0,opened up your car,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/a95bb29b-ccc2-4eb2-bd50-c6c9ee2e32aa.wav
a52a553e-a7b8-4e8a-b286-245749472f7f,just open the scanner dude,en-IN,just open the scanner door,0.2,1.0,just open the scanner.,0.4,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/a52a553e-a7b8-4e8a-b286-245749472f7f.wav
a8fd3f60-4f3a-4187-9f85-b1123595a639,scan and send ten rupees,en-IN,scan and sent rs10,0.25,0.0,scan and send in rupees,0.5,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/a8fd3f60-4f3a-4187-9f85-b1123595a639.wav
a8d640cb-d058-4273-8d96-fd4608980944,accept payment from flipkart,en-IN,accept payment from flipcrt,0.25,1.0,accept payment from Flipkart,0.25,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/a8d640cb-d058-4273-8d96-fd4608980944.wav
a6d0f2b4-e9c1-48a3-918e-7da2f2b4df36,approve my pending payments,en-IN,approve my pending payments,0.0,0.0,approve my pending payments,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/a6d0f2b4-e9c1-48a3-918e-7da2f2b4df36.wav
a6a2a0b4-b085-4053-b0f2-ba1058136196,shalu,en-IN,salo,1.0,0.0,salut,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/a6a2a0b4-b085-4053-b0f2-ba1058136196.wav
a5bdb3f5-cf89-4462-8fc8-b67ce95abf7f,ten thousand,en-IN,10000,0.0,0.0,10000,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/a5bdb3f5-cf89-4462-8fc8-b67ce95abf7f.wav
a1e892da-62bd-4e38-9da9-57d2c4bcf5cd,gowri,en-IN,gy,1.0,0.0,Goldie,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/a1e892da-62bd-4e38-9da9-57d2c4bcf5cd.wav
96037096-e671-4ad7-88c5-7fba1525e6f8,show me the last ten transactions,en-IN,show me the last ten transactions,0.0,0.0,show me the last 10 transactions,0.16666666666666666,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/96037096-e671-4ad7-88c5-7fba1525e6f8.wav
70753776-dbe8-4d32-8999-ba8ee8afe830,send hundred rupees to anjali,en-IN,send rs100 to anjelly,0.6,0.0,send hundred Rupees to Anjali,0.4,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/70753776-dbe8-4d32-8999-ba8ee8afe830.wav
58352447-2560-4d23-b367-f38b778437d7,open QR code to make a transaction of five hundred rupees,en-IN,open qr code to make a transaction of rs500,0.1111111111111111,0.0,open q r code to make a transaction of $500 piece,0.4444444444444444,0.25,https://storage.googleapis.com/slang-audio-test-data/audio/58352447-2560-4d23-b367-f38b778437d7.wav
49241138-d0e7-4426-9a1c-dbdec5cb4331,i would like to view all the offers,en-IN,i would like to view all the offers,0.0,0.0,I would like to view all the offers,0.125,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/49241138-d0e7-4426-9a1c-dbdec5cb4331.wav
46948740-eb8c-4b6a-9f36-706a7c454d56,request you to view my balance,en-IN,request you to view my balance,0.0,0.0,request you to view my balance,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/46948740-eb8c-4b6a-9f36-706a7c454d56.wav
36747793-5fb8-4009-bd95-b6eeb6de327b,anu,en-IN,hellu,1.0,0.0,Aloo,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/36747793-5fb8-4009-bd95-b6eeb6de327b.wav
18213761-f08f-41bc-a147-2646e59d121c,request you to show me my balance,en-IN,request you to show me my balance,0.0,0.0,request you to show me my balance,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/18213761-f08f-41bc-a147-2646e59d121c.wav
7878047e-f871-468d-9b08-c125f4d60532,pay my water bill,en-IN,pay my water bill,0.0,0.0,pay my water bill,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/7878047e-f871-468d-9b08-c125f4d60532.wav
7698798e-0dcc-4738-b8ac-098e6db40d78,approve my payments,en-IN,approve my payments,0.0,0.0,approve my payment,0.3333333333333333,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/7698798e-0dcc-4738-b8ac-098e6db40d78.wav
7419358f-3bd8-431c-8fed-b42b9d87f11c,approve the pay request that i have from zerodha,en-IN,approve the pay request that i have from zerodar,0.1111111111111111,0.0,approve the request that I have from zero.,0.3333333333333333,0.33333333333333337,https://storage.googleapis.com/slang-audio-test-data/audio/7419358f-3bd8-431c-8fed-b42b9d87f11c.wav
07157387-74a9-4be2-8313-17fdb62ecbd7,show offers related to HDFC credit card,en-IN,show offers related to htfc credit card,0.14285714285714285,0.0,show offers related to HDFC credit card,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/07157387-74a9-4be2-8313-17fdb62ecbd7.wav
06473771-a8f1-4230-b7a6-0ea69fa8baa3,i want to donate two thousand rupees to the pradhana mantri yojana for gramina yojana,en-IN,i want to donate rs2000 to the pradhan mantri yojana for gramin yojana,0.15384615384615385,0.0,I want to donate rs2000 to the Grammy,0.5384615384615384,0.6666666666666667,https://storage.googleapis.com/slang-audio-test-data/audio/06473771-a8f1-4230-b7a6-0ea69fa8baa3.wav
02701957-d95d-431e-b8e4-1c8b34e11c5c,would like to pay my gas bill,en-IN,would like to pay my gas bill,0.0,0.0,my gas pain,0.7142857142857143,0.33333333333333337,https://storage.googleapis.com/slang-audio-test-data/audio/02701957-d95d-431e-b8e4-1c8b34e11c5c.wav
2622724e-7339-4966-99df-1dc71cb2e110,please request vishal to send me money which is of two hundred rupees,en-IN,please request shal to send me money which is of rs200,0.09090909090909091,0.0,music West wishart to send me money which is $200 piece,0.45454545454545453,0.16666666666666663,https://storage.googleapis.com/slang-audio-test-data/audio/2622724e-7339-4966-99df-1dc71cb2e110.wav
2512123d-383d-47b4-ab49-c5c4cc9233e2,receive five k from vinayak,en-IN,receive pive k from minaak,0.4,0.0,receive 5K from Munich,0.6,0.6,https://storage.googleapis.com/slang-audio-test-data/audio/2512123d-383d-47b4-ab49-c5c4cc9233e2.wav
2258214a-3629-4d83-bae2-a1c7dc5c6abe,request five hundred from neelam for sandwich delivery,en-IN,request 500 from nelum for sandwich delivery,0.14285714285714285,0.0,request 500 from Neelam for sandwich delivery,0.14285714285714285,0.8,https://storage.googleapis.com/slang-audio-test-data/audio/2258214a-3629-4d83-bae2-a1c7dc5c6abe.wav
1835239b-02cf-4762-8056-2f8c75922d6b,show my bank balance,en-IN,show my bang balance,0.25,0.0,show me bank balance,0.25,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/1835239b-02cf-4762-8056-2f8c75922d6b.wav
